,smiles,solvent,peakwavs_max
7655,CCN(CC)c1ccc2cc(-c3cc(SC)c(C#N)c(=O)o3)c(=O)oc2c1,CC(C)=O,2.4120622568093384
812,CC(=O)[B-]1(C(C)=O)OC(c2ccccc2)=CC(c2ccc3ccccc3c2)=[O+]1,CC#N,3.0995
13453,COc1cccc(C2=C(c3ccc(C(C)(C)C)cc3)C(c3ccc(C(C)(C)C)cc3)=[N+]3C2=C(c2ccccc2)c2c(-c4cccc(OC)c4)c(-c4ccc(C(C)(C)C)cc4)c(-c4ccc(C(C)(C)C)cc4)n2[B-]3(F)F)c1,C1CCOC1,2.1120954003407153
6434,CCCCN(CCCC)c1ccc(C#Cc2cc(C#Cc3ccc(N(CCCC)CCCC)cc3)c(C#Cc3c(F)c(F)c(F)c(F)c3F)cc2C#Cc2c(F)c(F)c(F)c(F)c2F)cc1,ClCCl,2.830593607305936
5928,CCCCCCc1cc(-c2ccc(-c3ccc4c(c3)Sc3ccccc3N4c3ccc(N(c4ccc(C)cc4)c4ccc(C)cc4)cc3)c3nsnc23)sc1/C=C(\C#N)C(=O)O,ClC(Cl)Cl,2.937914691943128
9935,CN(C)c1ccc(C(=Cc2ccc(-c3ccc(/C=C4\SC(=S)N(CC(=O)O)C4=O)cc3)cc2)c2ccc(N(C)C)cc2)cc1,ClC(Cl)Cl,2.792342342342342
14102,Cc1cc(/C=C/c2ccc(B(O)O)cc2)n2c1C=C1C=CC=[N+]1[B-]2(F)F,CS(C)=O,2.2218637992831543
7955,CCN1C(=O)/C(=c2\c(=Cc3ccc4c(c3)C3CCCC3N4c3ccc(CO)cc3)sc(=O)n2CCC(=O)O)SC1=S,CS(C)=O,2.2916820702402956
17810,Nc1nc2ccc(F)cc2[n+]([O-])n1,CC#N,2.987469879518072
2864,CC1=[N+]2C(=C(c3ccc(N4CCCCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CC(=O)C(C)(C)C,2.450197628458498
17946,O=C(O)CCCNC(=O)c1ccc2ccc3c(N4CCCCC4)ccc4ccc1c2c43,CCO,3.332795698924731
11044,COC(=O)CCC1=CC(C#Cc2cccs2)=[N+]2C1=Cc1c(CCC(=O)OC)cc(C#Cc3cccs3)n1[B-]2(F)F,ClCCl,1.9103235747303544
4489,CCCCCCCCCCCCn1cc(C(=O)c2ccc3c(c2)C(C)(C)c2cc(N(C)C)ccc2-3)nn1,Cc1ccccc1,3.107268170426065
4037,CCCCCCC1(CCCCCC)c2ccccc2-c2ccc(-c3ccc4c(c3)S(=O)(=O)c3cc(-c5ccc6c(c5)C(CCCCCC)(CCCCCC)c5ccccc5-6)ccc3-4)cc21,Cc1ccccc1,3.387431693989071
10705,CN1c2ccccc2Sc2cc(N=Cc3cccc4c3N(C)c3ccccc3S4)ccc21,ClCCl,3.076426799007444
2255,CC1(C)c2cc(-c3ccc4ccc5cccc6ccc3c4c56)ccc2N2CC(=O)NC21C,C1CCOC1,3.5524355300859596
19314,O=c1c(CCc2ccccc2)coc2cc(O)ccc12,O,3.7343373493975904
4322,CCCCCCCCCCCCCCCCOc1cc(C#Cc2ccc3ccccc3c2-c2c(C#Cc3cc(OCCCCCCCCCCCCCCCC)c(C#Cc4ccc(C=C(C#N)C#N)cc4)cc3OCCCCCCCCCCCCCCCC)ccc3ccccc23)c(OCCCCCCCCCCCCCCCC)cc1C#Cc1ccc(C=C(C#N)C#N)cc1,Cc1ccccc1,2.843577981651376
8833,CCc1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(CC)cc7)s6)o5)cc4)o3)s2)cc1,ClC(Cl)Cl,3.583236994219653
11735,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,CN(C)C=O,2.8832558139534883
17536,N#Cc1nnn(-c2ccnc3cc(Cl)ccc23)c1N,C1CCOC1,3.4056066200175725
10431,CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)CCC3CCCC3)cc2)cc1,CS(C)=O,2.8967289719626166
16283,Fc1ccc(N(c2ccccc2)c2ccc3ccc4c(N(c5ccccc5)c5ccc(F)cc5)ccc5ccc2c3c54)cc1,ClCCl,2.9309692671394796
19823,[C-]#[N+]c1ccc(-c2ccc(N(C)C)cc2)cc1,CO,3.723123123123123
21024,c1ccc2cc(-c3c4ccccc4c(-c4ccc(-c5ccc(-n6c7ccccc7c7ccccc76)cc5)cc4)c4ccccc34)ccc2c1,ClCCl,3.2885941644562333
7920,CCN(CCCS(=O)(=O)O)c1ccc2c(/C=C/C=C3\N(CCCCCS(=O)(=O)O)c4ccc(S(=O)(=O)[O-])cc4C3(C)CCCC(=O)O)cc(C(C)(C)C)[o+]c2c1,CCO,1.9493710691823898
2898,CC1=[N+]2C(=C(c3cccs3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,CCOC(C)=O,2.0492561983471074
6781,CCCCOc1ccc(N(c2ccc(OCCCC)cc2)c2ccc3c4ccc(-c5ccc(-c6ccc(/C=C(\C#N)C(=O)O)s6)s5)cc4n(CCCC)c3c2)cc1,ClCCl,2.556288659793814
5048,CCCCCCCN1C(=CC2=C([O-])C(=CC3=[N+](CCCCCCC)c4ccccc4C3(C)C)C2=C(C#N)C#N)Sc2ccccc21,CCO,1.8205580029368575
8530,CCOC(=O)c1cc(C)n2nc(-c3ccccc3)ccc12,C1CCCCC1,3.178974358974359
1510,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc3c4ccc(C#Cc5ccc(-n6c7ccc(C(C)(C)C)cc7c7cc(C(C)(C)C)ccc76)cc5)cc4n(-c4ccc(C(F)(F)F)cc4)c3c2)cc1,ClCCl,3.5121813031161473
14110,Cc1cc(/C=C/c2ccc(C=O)cc2)n2c1C=C1C=CC=[N+]1[B-]2(F)F,CS(C)=O,2.202131438721137
18583,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccncc1)c64)C(=O)N(c1ccncc1)C5=O,CO,2.3615238095238094
2346,CC1(C)c2ccccc2-c2ccc(N(c3ccc(-c4ccccc4)cc3)c3ccc(-c4ccc(-c5ccc(/C=C(\C#N)C(=O)O)s5)c5nsnc45)cc3)cc21,C1CCOC1,3.08407960199005
10133,CN(C)c1ccc(C=Cc2ccc([N+](=O)[O-])c(O)c2)cc1,C1CCCCC1,2.6835497835497835
1328,CC(C)(C)c1ccc(-c2sc(-c3ccc(C(C)(C)C)cc3)c3[nH]c(-c4ccc(-c5ccc(C=C(C#N)C(=O)O)s5)s4)nc23)cc1,C1CCOC1,2.8967289719626166
13203,COc1ccc2c(c1)N(c1ccccc1-c1ccccc1)c1cc3c(cc1=N2)Oc1c(cc(C(C)(C)C)cc1C(C)(C)C)N=3,CC#N,2.3304511278195488
6677,CCCCNc1ccc2c3c(cccc13)C(=O)N(c1ccc(O)cc1)C2=O,CC#N,2.8832558139534883
6797,CCCCSC1=C(SCCCC)SC(=C(C(=C2SC(SCCCC)=C(SCCCC)S2)c2ccc3c(c2)C(CC)(CC)c2cc(-c4ccc(/C=C(\C#N)C(=O)O)s4)ccc2-3)c2ccc3c(c2)C(CC)(CC)c2cc(-c4ccc(/C=C(/C#N)C(=O)O)s4)ccc2-3)S1,C1CCOC1,2.824145785876993
14004,Cc1cc(-c2ccc(-c3ccccc3)cc2)nc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)n1,CN(C)C=O,3.9110410094637222
5059,CCCCCCCc1ccc(C(=O)Nc2ccc(C(=O)/C=C/c3ccc(N(C)CCO)cc3)cc2)cc1,CS(C)=O,2.9103286384976523
14198,Cc1cc(=O)oc2c3c4c(cc12)C(C)(C)CCN4CCC3(C)C,ClCCl,3.245549738219895
15054,Cc1ccc(N(c2ccc(C)cc2)c2c([O-])c(=[N+](c3ccc(C)cc3)c3ccc(C)cc3)c2=O)cc1,CN(C)C=O,2.987469879518072
10885,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)C)cc3)nc2c1)NC(=O)OC(C)(C)C,CO,3.578062800003578
8091,CCNc1ccc(NCC)c2c1C(=O)c1ccccc1C2=O,C1COCCO1,1.9311526479750778
19692,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,CS(C)=O,3.7683890577507597
11379,COC(=O)c1nc(-c2ccco2)oc1C,C1CCCCC1,4.492028985507246
2026,CC1(C)CC(/C=C/c2ccc(-n3cncn3)cc2)=CC(=C(C#N)C#N)C1,ClCCl,3.170843989769821
17345,N#Cc1ccc(/C=C/C=C/c2ccc([N+](=O)[O-])cc2)cc1,C1COCCO1,3.3690217391304347
6098,CCCCCCc1ccc(-n2c3[n+](c4c5ccccc5c5ccccc5c42)[B-](C)(C)c2cc(N(c4ccccc4)c4ccccc4)ccc2-3)cc1,ClCCl,3.162755102040816
16120,F[B-]1(F)n2c(nc(-c3ccccc3)c2-c2ccccc2)-c2cccc[n+]21,CO,3.170843989769821
2408,CC1(C)c2ccccc2N(c2ccc(-c3nc4cccnc4nc3-c3ccc(N4c5ccccc5C(C)(C)c5ccccc54)cc3)cc2)c2ccccc21,Cc1ccccc1,3.031295843520782
14999,Cc1ccc(C2=C3C=CC=[N+]3[B-](F)(F)n3c2ccc3N(Cc2ccccc2)Cc2ccccc2)cc1,ClCCl,2.4746506986027943
44,C#CCNC1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CO,2.7368653421633553
2647,CC1=CC(C)=[N+]2C1=C(c1ccc(N3CCCCC3)cc1)c1c(C)cc(C)n1[B-]2(F)F,CCCCCC,2.4796
13555,COc1ccccc1C1=[N+]2C(=C(c3ccccc3)c3c4ccccc4c(-c4ccccc4OC)n3[B-]2(F)F)c2ccccc21,ClCCl,2.0094003241491083
17142,N#Cc1c(-n2nnc3c2CCC2C(CC3)[C@@H]2CO)n([C@H]2C[C@H](O)[C@@H](CO)O2)c2ncnc(N)c12,CO,4.3198606271777
3393,CCC1=C(C)C2=C(C)c3cccn3[B-](F)(F)[N+]2=C1C,OCC(F)(F)F,2.519918699186992
4279,CCCCCCCCCCCCCCCCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)NC5=O,CN(C)C=O,2.3705544933078393
14268,Cc1cc(C)c(B(c2c(C)cc(C)cc2C)c2cc3ccc4ccccc4c3c3c2cc(N(C)C)c2ccccc23)c(C)c1,c1ccccc1,2.8177272727272724
1870,CC(C)c1ccc(C(=O)Nc2ccc(C(=O)/C=C/c3ccc(N(C)CCO)cc3)cc2)cc1,CS(C)=O,2.8832558139534883
1393,CC(C)(C)c1ccc(Cn2nc(-c3ccc(Cl)cc3)cc2-c2nnc(COc3ccc(Cl)cc3Cl)o2)cc1,ClCCl,4.73206106870229
13855,C[n+]1ccc(/C=C/c2ccc([O-])cc2)cc1,OCCO,2.6156118143459914
12650,COc1ccc(C#Cc2cc(C#N)c(C#Cc3ccccc3C#N)cc2C#N)cc1,ClC(Cl)Cl,3.1229219143576823
15442,Cc1ccccc1-c1c2cccc3c(-c4ccc(C(C)(C)C)cc4)cc4c(-c5ccccc5C)c5cccc6c(-c7ccc(C(C)(C)C)cc7)cc1c(c65)c4c32,ClCCl,2.773601789709172
7071,CCCCn1c2ccc(-c3ccc(-c4ccncc4)s3)cc2c2cc(-c3ccc(-c4ccncc4)s3)ccc21,C1COCCO1,3.2798941798941796
4843,CCCCCCCCSC1=C(SCCCCCCCC)SC(=Cc2ccc(-c3ccc4c(c3)Oc3cc(-c5ccc(/C=C(\C#N)C(=O)O)cc5)ccc3N4CCCC)cc2)S1,C1CCOC1,2.876566125290023
7403,CCN(CC)c1ccc(/C=C/C2=[O+][B-](F)(F)Oc3c2c(=O)oc2cc(N(CC)CC)ccc32)cc1,ClC(Cl)Cl,2.133907056798623
11170,COC(=O)c1cc(=O)n(C)c2cc(-c3ccc(OC)cc3)sc12,CC#N,3.1308080808080807
13017,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3sc(-c4ccc(C(C#N)C(=O)O)s4)c4c3OCC3(COc5c(-c6ccc(N(c7ccc(OC)cc7)c7ccc(OC)cc7)cc6)sc(-c6ccc(C(C#N)C(=O)O)s6)c5OC3)CO4)cc2)cc1,CS(C)=O,3.0612345679012343
10132,CN(C)c1ccc(C=Cc2ccc(C#N)cc2)cc1,CC#N,3.211917098445596
11385,COC(=O)c1nc2c(N(C)C)nc(N(C)C)nc2n1Cc1ccccc1,CC#N,3.5729106628242073
6307,CCCCCCn1c2ccccc2c2cc(C=C(C#N)C(=O)O)ccc21,CN(C)C=O,3.5524355300859596
8255,CCOC(=O)C1=C(c2ccc3ccccc3c2)NC(=O)C1=NNc1ccccc1O,C1CCOC1,2.6605150214592275
3860,CCCCC1(CCCC)c2ccccc2-c2ccc(-n3c4ccsc4c4sc(-c5cc6c(s5)c5sc(/C=C(\C#N)C(=O)O)cc5n6-c5ccc6c(c5)C(CCCC)(CCCC)c5ccccc5-6)cc43)cc21,C1CCOC1,2.484569138276553
21136,c1csc(-c2cnc(-c3cccs3)c3nonc23)c1,OCC(O)CO,2.632271762208068
9357,CN(C)c1ccc(-c2ccc(-c3ncc4ccccn34)cc2)cc1,ClC(Cl)Cl,3.5626436781609194
16534,N#C/C(=C\c1ccc(-c2ccc(N(c3ccc(/C=C/c4cccs4)cc3)c3ccc(/C=C/c4cccs4)cc3)cc2)o1)C(=O)O,ClCCl,2.604621848739496
13018,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3sc(-c4ccc(C=C(C#N)C(=O)O)s4)nc3OC)cc2)cc1,C1CCOC1,2.455049504950495
7913,CCN(CC)c1nc(-c2ccccc2)c(-c2ccc([N+](=O)[O-])s2)s1,C1CCOC1,2.5883089770354903
9237,CN(C)CCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CO,3.5422857142857143
18825,O=Cc1cc(O)ccc1O,CS(C)=O,3.387431693989071
3286,CCC1=C(C)C(=O)n2c1cc1[nH]c(C(=O)OC(C)(C)C)c(C)c1c2=O,ClC(Cl)Cl,3.1229219143576823
6275,CCCCCCn1c2ccccc2c2cc(-c3ccc(-c4cc(-c5ccc(/C=C(\C#N)C(=O)O)s5)c(-c5ccc(/C=C(\C#N)C(=O)O)s5)s4)s3)ccc21,C1CCOC1,2.572199170124481
15405,Cc1cccc(N=Nc2c(N)n3c(nc4ccccc43)[nH]c2=O)c1,ClC(Cl)Cl,2.966028708133971
12068,COc1cc2c3c(c4cc(OC)c(OC)c(OC)c4c2c(OC)c1OC)=[N+]1C(=C(c2c(C)cc(C)cc2C)c2cc4c5cc(OC)c(OC)c(OC)c5c5c(OC)c(OC)c(OC)cc5c4n2[B-]1(F)F)C=3,CC#N,1.7267409470752089
2171,CC1(C)Nc2cc(Cl)ccc2-c2[nH]c3ccccc3c(=O)c21,C1CCOC1,3.0461916461916463
447,C/C(=C\c1ccc(C)cc1)c1nc2ccccc2s1,C1CCCCC1,3.8743749999999997
9708,CN(C)c1ccc(/C=C/c2nc3c4ccccc4c4ccccc4c3[nH]2)cc1,C1COCCO1,3.1871465295629817
15181,Cc1ccc(N2c3ccc(C#Cc4ccc(-c5ccc(C(=O)O)cc5)c5nsnc45)cc3[C@@H]3CCC[C@@H]32)cc1,ClCCl,2.572199170124481
9577,CN(C)c1ccc(/C=C/C=C2\CC/C(=C\C=C\c3ccc(N(C)C)cc3)C2=O)cc1,CCOCC,2.6101052631578945
2412,CC1(C)c2ccccc2N(c2ccc(-c3nnc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)o3)cc2)c2ccccc21,Cc1ccccc1,3.6357771260997067
8863,CCc1ccc2ccc(-c3ccccc3)nn12,C1CCCCC1,3.0612345679012343
12586,COc1ccc(/C=C/c2ccc3n2[B-](F)(F)[N+]2=C(C)C=C(C)C2=C3)cc1,CO,2.1750877192982454
1572,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cccc(-c2nc(-c3cccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)c3)nc(-c3cccc(P(=O)(c4ccccc4)c4ccccc4)c3)n2)c1,ClC(Cl)Cl,3.600267959830725
15120,Cc1ccc(N(c2ccccc2)c2ccc(-c3ccc(N(c4ccc(/C=C/c5sc(/C=C(/C#N)C(=O)O)c6c5OCCO6)cc4)c4ccc(C)cc4C)cc3)cc2)c(C)c1,C1CCOC1,2.4262230919765164
18937,O=P1(c2ccccc2)C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)=Cc2cc3ccccc3cc21,Cc1ccccc1,3.0092233009708735
8896,CCn1c(-c2ccc3c(c2)C(CC)(CC)c2cc(-c4ccc(-c5ccc(/C=C(\C#N)C(=O)O)s5)s4)ccc2-3)nc(-c2ccccc2)c1-c1ccccc1,C1CCOC1,2.7069868995633186
6626,CCCCN1c2ccccc2Sc2cc(/C=C/c3nc4nc5ccccc5nc4s3)ccc21,CC(C)O,2.5883089770354903
19617,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CCCO,3.5936231884057968
8481,CCOC(=O)c1c[nH]c2cc(-c3nc4ccccc4o3)c(O)cc2c1=O,ClC(Cl)Cl,2.076716917922948
12577,COc1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCCCCCCCCO,3.583236994219653
6352,CCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CS(C)=O,2.8832558139534883
21083,c1ccc2sc(-c3ccc(-c4nnc(-c5ccc(-c6nnc(-c7ccc(-c8cc9ccccc9s8)s7)o6)cc5)o4)s3)cc2c1,CCO,3.5936231884057968
4909,CCCCCCCCc1ccc(-c2nc3c4cc(-c5ccc(/C=C(/C#N)C(=O)O)cc5)sc4c4sc(-c5cc(CCCCCCCC)c(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)s5)cc4c3nc2-c2ccc(CCCCCCCC)s2)s1,ClCCl,3.0995
9770,CN(C)c1ccc(/C=C2\CC/C(=C\c3ccc(C#N)cc3)C2=O)cc1,CC(C)O,2.632271762208068
4290,CCCCCCCCCCCCCCCCCCOc1ccc([B-]23NC(c4ccccc4)=Nc4cccc([n+]42)N=C(c2ccccc2)N3)cc1,ClCCl,2.876566125290023
2781,CC1=NN(c2ccccc2)C(=O)/C1=C/c1cn(-c2ccccc2)nc1-c1ccccc1,ClC(Cl)Cl,3.3690217391304347
4742,CCCCCCCCOc1ccc(-c2c3c4n(c(-c5ccc(OCCCCCCCC)cc5)c3c3n2[B-](F)(F)[n+]2c(sc5ccccc52)N=3)[B-](F)(F)[n+]2c(sc3ccccc32)N=4)cc1,ClC(Cl)Cl,1.892824427480916
13540,COc1ccccc1/C=C/c1cc(C)c2n1[B-](F)(F)[N+]1=CC=CC1=C2,CS(C)=O,2.209982174688057
5662,CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3ccc(-c4ccc(-c5sc(C=C(C#N)C(=O)O)cc5CCCCCC)c5nsnc45)s3)cc2)cc1,ClCCl,2.375095785440613
6087,CCCCCCc1ccc(-c2ccc3c(c2)Sc2cc(C=C(C#N)C(=O)O)ccc2N3CCCCCC)s1,C1CCOC1,2.792342342342342
2084,CC1(C)CC(=O)C2=C(C1)Oc1ccc3ccc(OCCCNCCCNc4ccnc5cc(Cl)ccc45)cc3c1C2c1ccc(Cl)cc1,CO,3.7119760479041917
10210,CN(C)c1ccc2c(c1)COc1c-2oc2ccccc2c1=O,C1CCCCC1,3.3508108108108106
7112,CCCCn1c2ccc(C=CC(=O)O)cc2c2cc(C=CC3=CC(=C(C#N)C#N)C=C(C=Cc4ccc5c(c4)c4cc(C=CC(=O)O)ccc4n5CC(C)CC)O3)ccc21,CN(C)C=O,2.712910284463895
856,CC(=O)c1c2ccccc2n2c(-c3ccccc3)c(-c3ccccc3)c(-c3ccccc3)c(-c3ccccc3)c12,CS(C)=O,2.987469879518072
20039,[O-]c1c(-c2ccccc2)cc(-[n+]2c(-c3ccccc3)cc(-c3ccccc3)cc2-c2ccccc2)cc1-c1ccccc1,CCc1ccccc1O,2.1768374662183083
563,C1=Cc2ccccc2C(=Cc2ccc(-c3ccc(C=C4c5ccccc5C=Cc5ccccc54)cc3)cc2)c2ccccc21,C1CCOC1,3.657227138643068
14689,Cc1ccc(-c2ccnc3nc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)nn23)cc1,ClCCl,4.012297734627832
